spotify_track_uri,play_count,first_play,last_play,avg_ms_played,skip_rate,shuffle_rate,recency_days,repeat_within_30d,repeat_probability,track_name,artist_name,album_name
2FF2leMlbpFP9QYP7t9xKL,13,2019-08-07 20:39:36,2023-01-30 00:33:52,28213.30769230769,0.07692307692307693,1.0,1271,0,2.9747856e-05,Run Me Down,The Black Keys,The Big Come Up
2FFOQpNyN4us5DaVaf6Qcc,10,2016-12-08 23:08:02,2018-01-29 05:13:17,7387.0,0.0,0.9,416,0,9.5326875e-05,Money On My Mind,Sam Smith,In The Lonely Hour
2FGh2ref26EwA3Z5st5oHb,2,2020-08-02 06:51:56,2023-09-24 03:56:30,144901.0,0.0,1.0,1147,0,3.6329777e-05,Hold On (feat. Cheat Codes) - 2020 Edit,MOGUAI,Hold On (feat. Cheat Codes)
2FHnN5ELL83TGbtXMDzoiJ,1,2024-01-21 00:37:34,2024-01-21 00:37:34,291720.0,0.0,0.0,0,0,0.00014690189,I Like Chopin,Gazebo,Portrait
2FJWHG9W5cFIkWWT3Q1prz,2,2016-06-08 21:33:15,2016-06-08 21:33:36,11183.5,0.0,1.0,0,1,0.99864894,More,Zion,La Fórmula
2FKFK4ITmawTkfTmFNbvhx,1,2022-03-02 00:58:12,2022-03-02 00:58:12,280800.0,0.0,0.0,0,0,0.00014690189,Changes,Phil Ochs,There But For Fortune
2FO2Z7K49PcfQVs6Mghrqp,47,2015-08-05 23:56:49,2024-11-08 23:27:09,195104.8510638298,0.1276595744680851,0.8936170212765957,3382,0,4.924195e-05,Riviera Paradise,Stevie Ray Vaughan,The Essential Stevie Ray Vaughan And Double Trouble
2FO4bI9MqGN7NQZIr3ROHs,2,2019-06-28 05:05:00,2021-04-26 20:24:31,8091.0,0.0,1.0,668,0,3.0821357e-05,Trust Me - Dialogue,Cast,A Star Is Born Soundtrack
2FPfeYlrbSBR8PwCU0zaqq,6,2015-12-14 21:58:50,2024-11-22 19:24:40,144447.16666666666,0.16666666666666666,0.5,3265,0,2.6704849e-05,Have Yourself A Merry Little Christmas - Remastered 1999,Frank Sinatra,A Jolly Christmas From Frank Sinatra
2FQTu30cx8A8xGqsELOpbc,15,2016-12-09 00:17:17,2018-06-13 14:42:12,52172.2,0.0,0.9333333333333333,551,0,0.00015537537,(Remember The Days Of The) Old Schoolyard,Yusuf / Cat Stevens,The Very Best Of Cat Stevens
2FQrifJ1N335Ljm3TjTVVf,1,2024-09-28 02:26:08,2024-09-28 02:26:08,171291.0,0.0,0.0,0,0,9.806152e-05,A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy)
2FR3mH7DwsaX3TcObkUEX3,1,2023-01-04 16:51:42,2023-01-04 16:51:42,448000.0,0.0,1.0,0,0,9.7441094e-05,Infinity,Rosey Chan,Sonic Apothecary
2FRnf9qhLbvw8fu4IBXx78,1,2024-11-20 17:34:14,2024-11-20 17:34:14,262960.0,0.0,0.0,0,0,0.00014690189,Last Christmas,Wham!,LAST CHRISTMAS
2FSkBDGsqZIxcsnKNgtMLx,1,2018-11-18 03:21:46,2018-11-18 03:21:46,239573.0,0.0,1.0,0,0,9.7441094e-05,Just the Way You Are,Boyce Avenue,"Cover Sessions, Vol. 2"
2FTcOYcsSglWsS1zThQRh9,1,2015-09-01 01:31:04,2015-09-01 01:31:04,191040.0,0.0,1.0,0,0,5.0889877e-05,Wild Heart,The Vamps,Meet The Vamps
2FVh8jIZ1uO88bBQ8fi6W6,1,2024-05-13 18:09:30,2024-05-13 18:09:30,239941.0,0.0,0.0,0,0,0.00014690189,L'oeuf,Trent Reznor and Atticus Ross,Challengers (Original Score)
2FY3r8CFJDMYCMIVEMvTOQ,1,2016-10-18 01:56:14,2016-10-18 01:56:14,232586.0,0.0,1.0,0,0,6.7122644e-05,Gameshow,Two Door Cinema Club,Gameshow
2FY7b99s15jUprqC0M5NCT,31,2018-11-14 20:28:09,2023-12-29 18:09:01,84821.6129032258,0.03225806451612903,0.9354838709677419,1870,0,5.1634826e-05,Natural,Imagine Dragons,Origins
2FaIV13H7yX5rX0ds8zsRY,3,2024-01-13 08:54:07,2024-01-21 06:47:10,154066.0,0.0,1.0,7,1,0.99970156,A Little Bit Of Heaven,Brotherhood of Man,United We Stand
2FdihHkLKxVgssoD1vyFO4,3,2016-10-13 07:22:26,2017-04-20 19:33:16,107430.0,0.0,0.6666666666666666,189,0,0.00010434966,"Turandot / Act 3: ""Nessun dorma!"" - Live",Giacomo Puccini,50 Greatest Tracks
2FerANUOKovt1p24e3NLdE,1,2017-06-11 21:52:41,2017-06-11 21:52:41,125973.0,0.0,1.0,0,0,7.351601e-05,Dirty Old Egg-Sucking Dog,Johnny Cash,Everybody Loves A Nut
2FfTh87DnpkSSpgjYnPh5W,28,2015-10-24 18:59:11,2023-05-21 03:56:03,119667.03571428571,0.03571428571428571,0.75,2765,0,3.312932e-05,Jigsaw Puzzle,Keith Richards,Beggars Banquet
2FiSTH0GYpIioUgjfzMIja,1,2016-12-17 00:53:45,2016-12-17 00:53:45,239465.0,0.0,1.0,0,0,9.7441094e-05,Stay (feat. Maty Noyes),Kygo,Cloud Nine
2FmQWgxcHefsoyw4ob0yq3,1,2015-09-10 02:49:36,2015-09-10 02:49:36,104533.0,0.0,1.0,0,0,0.00010291303,Quién Se Anima,Gerardo Ortiz,Archivos de Mi Vida
2Fmf5Gr2PnqGrDqttXTPYi,1,2015-09-10 02:57:30,2015-09-10 02:57:30,205213.0,0.0,1.0,0,0,0.00012842925,En Preparación,Gerardo Ortiz,En Vivo Las Tundras
2FnHMItLWhhPIxXeRC1lCe,1,2020-10-06 15:08:43,2020-10-06 15:08:43,2826.0,0.0,0.0,0,0,0.00011784961,In Noctem,Nicholas Hooper,Harry Potter and the Half-Blood Prince (Original Motion Picture Soundtrack)
2FoSFSX2W1p8ri1Wj1Wavn,1,2019-06-28 05:16:53,2019-06-28 05:16:53,9540.0,0.0,1.0,0,0,6.517772e-05,Why Did You Do That?,Lady Gaga,A Star Is Born Soundtrack
2FqUMAJ0SNfKwQ34CLaKXu,1,2021-08-30 17:10:11,2021-08-30 17:10:11,130172.0,0.0,1.0,0,0,7.351601e-05,beatmewithaflower,121569,beatmewithaflower
2Fqc3RHu9wA1mBhKLgejWp,1,2020-12-23 17:26:52,2020-12-23 17:26:52,260937.0,0.0,0.0,0,0,0.00014690189,Take Me in Your Army,The Voidz,Tyranny
2FqoR7diymD1Eh7cVb3DMg,3,2016-06-08 21:35:27,2021-03-07 06:22:48,96943.0,0.0,1.0,1732,0,0.00012592656,Algo Me Gusta De Ti,Wisin & Yandel,Líderes
2FrGZLCzbpql0mYTjXgBAY,1,2021-04-24 01:00:13,2021-04-24 01:00:13,3757.0,0.0,1.0,0,0,6.517772e-05,Corazón Partío,Julio Iglesias,Noche De Cuatro Lunas
2FrWIJn9LaahbmYvzWGr7v,1,2018-12-14 20:47:26,2018-12-14 20:47:26,213801.0,0.0,1.0,0,0,7.210085e-05,Antes De Los Veinte,Morat,Antes De Los Veinte
2FrYyDemG5M15U4qFO0ezK,1,2019-11-24 05:20:11,2019-11-24 05:20:11,228280.0,0.0,1.0,0,0,6.7122644e-05,Permanent,Kygo,Kids in Love
2Fs18NaCDuluPG1DHGw1XG,1,2024-09-28 02:19:57,2024-09-28 02:19:57,276320.0,0.0,0.0,0,0,0.00014690189,Life is a Highway,Rascal Flatts,Me And My Gang
2FtwxY4ZIzqkIX3EQn9sC4,12,2021-08-20 19:50:41,2021-10-09 06:06:52,208525.25,0.0,0.4166666666666667,49,0,9.49244e-05,Yolanda,Pablo Milanés,Amo Esta Isla
2FvD20Z8aoWIePi7PoN8sG,1,2023-07-01 23:42:09,2023-07-01 23:42:09,1760.0,1.0,1.0,0,0,7.279815e-05,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,KIRK
2Fxmhks0bxGSBdJ92vM42m,19,2019-07-02 21:23:45,2024-09-12 01:01:37,151684.63157894736,0.05263157894736842,0.47368421052631576,1898,0,2.315347e-05,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2G1f9uBtlIWDOaD0lglpXr,1,2020-09-16 00:14:32,2020-09-16 00:14:32,214135.0,0.0,0.0,0,0,0.000113632545,Iron Lady,Phil Ochs,I Ain't Marching Anymore
2G1tXoGBaEMJ7FKGnkf6ud,1,2023-07-01 23:58:13,2023-07-01 23:58:13,203161.0,0.0,1.0,0,0,5.0889877e-05,Wake Up in the Sky,Gucci Mane,Evil Genius
2G3ud9WTxl6uYRG75X6Ib0,25,2020-11-21 20:30:24,2024-10-18 14:41:23,184518.64,0.0,0.48,1426,0,6.3478954e-05,Del río,Ed Maverick,mix pa llorar en tu cuarto
2G4DwiSQSXyzhOK0xoIZX6,3,2017-11-25 12:41:03,2017-12-24 20:18:43,136623.66666666666,0.0,0.0,29,1,0.9997067,Keep On Reaching,Noel Gallagher's High Flying Birds,Who Built The Moon?
2G4ED1sd5GOBvNSHhRadye,7,2022-06-28 18:40:24,2024-11-16 16:42:44,125837.57142857143,0.5714285714285714,0.2857142857142857,871,0,0.0002298604,"Quadrille ohne Titel, Op. 248",Johann Strauss I,"Johann Strauss I Edition, Vol. 25"
2G5hAbyjLoY1wSQFbOy5PN,1,2020-10-05 20:38:00,2020-10-05 20:38:00,98361.0,0.0,0.0,0,0,0.0002036255,Lumos! (Hedwig's Theme),John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack
2G5kj8gYNAVM4pQ0IBBaGA,1,2022-08-14 00:31:45,2022-08-14 00:31:45,12548.0,0.0,1.0,0,0,6.517772e-05,2 Veces,Los Plebes del Rancho de Ariel Camacho,2 Veces
2G74yhtIMW8tJY5I83dS4Z,1,2022-07-03 09:10:05,2022-07-03 09:10:05,242026.0,0.0,0.0,0,0,0.00014690189,Amor del Bueno,Reyli Barba,Reyli En La Luna
2GAljG6WxV0XU7N88TWhb1,6,2013-07-08 03:55:57,2013-07-13 21:04:58,214297.83333333334,0.16666666666666666,0.0,5,1,0.9986929,Paper Doll,John Mayer,Paper Doll
2GD2dxhDq7nG5xnzQ7ND2W,2,2023-08-13 06:39:20,2024-03-21 23:47:25,242093.0,0.0,0.5,221,0,0.00042710998,Corazón Atómico,Caloncho,Corazón Atómico
2GGkXContcq2SZpXuEAlyf,1,2020-01-09 04:05:47,2020-01-09 04:05:47,83500.0,0.0,0.0,0,0,0.0002036255,Memory,Andrew Lloyd Webber,Cats
2GJ8aSnidsI7oMHuG6idE2,61,2021-03-05 20:19:27,2024-11-28 02:51:56,189501.55737704918,0.03278688524590164,0.47540983606557374,1363,0,2.1581216e-05,Stormy Weather,Kings of Leon,When You See Yourself
2GKxyUw8MQNvc0EP4016Yg,14,2020-05-13 05:06:37,2024-05-31 23:12:53,189652.42857142858,0.07142857142857142,1.0,1479,0,6.067443e-05,What Goes On,The Velvet Underground,The Velvet Underground
2GMo5c43OEo9MxJ6P0AGdz,3,2024-09-20 01:30:30,2024-09-22 09:00:49,244378.0,0.0,0.6666666666666666,2,1,0.9983467,Encore,Purple Disco Machine,Soulmatic
2GOcde6C8b4jH17cYgKzlp,1,2024-10-25 17:30:12,2024-10-25 17:30:12,1131.0,1.0,0.0,0,0,0.00010644602,Shadrach,Beastie Boys,Paul's Boutique
2GPTiPR5db727wu1tFvFt4,1,2021-09-06 17:13:21,2021-09-06 17:13:21,183296.0,0.0,1.0,0,0,6.834299e-05,New Again,Kanye West,Donda
2GSr8anleCXKLNjjjijoMZ,47,2016-06-05 00:51:28,2024-10-18 14:21:23,99040.4255319149,0.0851063829787234,0.9361702127659575,3057,0,4.7450085e-05,Yo Quisiera,Reik,Reik
2GTCK8zYHwkcu0i0jtKjFz,1,2020-12-20 09:02:09,2020-12-20 09:02:09,165359.0,0.0,1.0,0,0,4.4215452e-05,Perdiendo la Cabeza,Carlos Rivera,Perdiendo la Cabeza
2GY8VKvfP3ZtKSk1byDYb1,65,2020-10-06 15:06:04,2024-11-07 19:31:43,119095.23076923077,0.03076923076923077,0.3076923076923077,1493,0,6.4933054e-05,Dumbledore's Army,Nicholas Hooper,Harry Potter And The Order Of The Phoenix (Original Motion Picture Soundtrack)
2GblQ918RbkOs4Yo1Rpkcj,1,2015-08-31 16:21:43,2015-08-31 16:21:43,9334.0,1.0,0.0,0,0,0.00010644602,Rolling In The Deep,Adele,Pay Close Attention : XL Recordings
2GcamvOOWT3zVZoZIPL4zC,1,2022-01-03 17:23:01,2022-01-03 17:23:01,272733.0,0.0,0.0,0,0,0.00014690189,Private Conversation,Lyle Lovett,The Road To Ensenada
2Ge2F0SEtRF85xYenNxgaj,2,2024-01-04 05:24:41,2024-01-05 04:03:31,214736.0,0.0,1.0,0,1,0.99875236,Un Espejismo,Mecánico,Un Espejismo
2GiJYvgVaD2HtM8GqD9EgQ,46,2016-12-05 01:03:37,2024-11-17 06:29:35,161494.15217391305,0.021739130434782608,0.9130434782608695,2904,0,5.163325e-05,Electric Love,BØRNS,Dopamine
2Gl0FzuLxflY6nPifJp5Dr,1,2017-05-03 21:00:23,2017-05-03 21:00:23,18938.0,0.0,0.0,0,0,0.00011784961,First Time,Kygo,First Time
2GlATHCDbLW7xq5BE0Bz5g,1,2022-01-08 03:34:26,2022-01-08 03:34:26,201597.0,0.0,1.0,0,0,5.0889877e-05,Shot Clock,Ella Mai,Ella Mai
2GmJP1FWraZ6XQaKUTkUSP,1,2022-02-08 17:59:18,2022-02-08 17:59:18,516920.0,0.0,0.0,0,0,0.00014690189,Drive All Night,Glen Hansard,Drive All Night
2GnKCOGsFQpQrjkxM2sFYY,1,2020-08-16 18:23:53,2020-08-16 18:23:53,204933.0,0.0,1.0,0,0,5.0889877e-05,Ella,Emmanuel,Inédito
2GnYCy70I8cR4oEA2wsSDx,1,2023-01-04 17:14:09,2023-01-04 17:14:09,256146.0,0.0,1.0,0,0,9.7441094e-05,"The Hours: An Unwelcome Friend (From ""The Hours"")",Philip Glass,"Philip Glass: Glassworlds, Vol. 4 – On Love"
2Gnsof1hvZzjE1xdLRpjtf,1,2024-10-25 04:57:50,2024-10-25 04:57:50,255080.0,1.0,0.0,0,0,0.00019736955,Over My Dead Body,Drake,Take Care
2Gp6Q9EDhcNHcJiPctBCmk,1,2021-09-11 09:06:03,2021-09-11 09:06:03,148588.0,0.0,1.0,0,0,4.2584154e-05,flowers & sex,EMELINE,flowers & sex
2Gq6IrusLyXNxtLojM62l7,1,2022-02-11 22:50:57,2022-02-11 22:50:57,200946.0,0.0,0.0,0,0,8.824105e-05,It Ain’t Easy,Delta Spirit,What Is There
2Gsk0c30PxVbnKJEh2sG58,2,2017-05-17 01:13:29,2017-07-07 18:36:49,53183.0,0.0,1.0,51,0,4.483208e-05,Terrenal,Julión Álvarez y su Norteño Banda,Ni Lo Intentes
2Gu7LqbawC5nQ4pQBJHNeQ,3,2021-01-18 23:23:07,2021-01-19 14:42:57,101364.0,0.0,0.3333333333333333,0,1,0.99960047,Climb Up On My Music,Rodríguez,Coming From Reality
2GuIRSthEpYN5MO6PGD7Vx,2,2022-12-17 03:18:56,2023-09-24 03:00:07,316372.0,0.0,1.0,280,0,0.00020859369,Dorothy,Polo & Pan,Dorothy
2GuXIMRlaxVLcU0a5jacHw,2,2019-06-28 13:53:30,2019-08-14 14:22:31,146596.0,0.0,0.0,47,0,0.000113312155,Go,The Black Keys,"""Let's Rock"""
2GueDI7JKs5xDhdWFdh9s6,2,2020-03-09 22:33:41,2020-03-09 22:33:41,55934.0,0.0,0.0,0,1,0.9996774,Entry Of The Gladiators - Remastered 2018,Circus Band,The Rolling Stones Rock And Roll Circus
2Gy7qnDwt8Z3MNxqat4CsK,1,2015-10-08 15:18:56,2015-10-08 15:18:56,5316.0,1.0,1.0,0,0,7.279815e-05,Wouldn't It Be Nice,The Beach Boys,Pet Sounds
2GyH5rvdnfkjzsTFaWrrov,35,2017-06-12 18:34:49,2024-10-12 22:02:33,86690.57142857143,0.08571428571428572,0.6,2679,0,3.9308685e-05,On the Road Again,Willie Nelson,Willie Nelson The Collection
2Gzn4DPRAdT3RzSnFliGzK,3,2015-08-07 01:29:22,2017-03-24 02:24:26,240147.0,0.0,0.3333333333333333,595,0,0.0003504969,Cherry Wine - Live,Hozier,Hozier
2H0GAkBBubekQrtdHmusfK,1,2018-09-18 23:15:01,2018-09-18 23:15:01,906.0,0.0,0.0,0,0,0.00011784961,Ballroom Dancing - Remixed 2015,Paul McCartney,Tug Of War
2H6rj2XaBUJnag8iS2uKCt,30,2016-06-01 22:27:41,2020-11-18 21:56:12,74228.43333333333,0.03333333333333333,0.7333333333333333,1630,0,4.521114e-05,Don't Lie,Vampire Weekend,Modern Vampires of the City
2H8jWuNmluerTEsuh8Gu6y,15,2021-11-02 23:41:55,2024-10-18 17:11:57,220009.8,0.13333333333333333,0.5333333333333333,1080,0,2.2939143e-05,Jail pt 2,Kanye West,Donda
2HI4QQQDjKde4ua1lbkFcN,2,2020-07-18 01:48:20,2020-07-19 04:31:30,462253.0,0.0,0.0,1,1,0.99982077,That Power,Childish Gambino,Camp
2HL0VnhJLtWDZL1UsnLib5,1,2021-08-04 17:58:51,2021-08-04 17:58:51,186596.0,0.0,0.0,0,0,8.9366724e-05,Secret Life (feat. Lana Del Rey),Bleachers,Secret Life (feat. Lana Del Rey)
2HMFUciWgE8VQ28QnCoBcG,2,2023-07-02 03:47:55,2023-07-02 09:17:07,349514.0,0.0,1.0,0,1,0.9992155,Take Care of You,Cherokee,Sampled Moods
2HMONT6ta7jRKIYQhsXuR7,13,2019-10-07 14:10:28,2020-03-30 15:37:02,52361.307692307695,0.0,0.23076923076923078,175,0,0.0002668305,For Elena,Ennio Morricone,Cinema Paradiso
2HNcNd5RPZ7DSRNbIl6JsP,2,2015-08-24 02:41:48,2015-08-25 00:11:27,1207.0,1.0,1.0,0,1,0.9987902,The Hills,The Weeknd,The Hills
2HOPA1OWvjM0yAj8LPGtLE,1,2017-10-23 14:09:32,2017-10-23 14:09:32,46719.0,0.0,0.0,0,0,0.00017141472,"When It's Sleepy Time Down South - 2nd Set: Live At Symphony Hall, Boston, MA/1947",Louis Armstrong,Satchmo At Symphony Hall 65th Anniversary: The Complete Performances
2HPB3px8MJZRMfu1L65Z41,27,2023-11-17 01:25:08,2024-08-04 07:11:04,168615.55555555556,0.037037037037037035,0.3333333333333333,261,0,2.2892418e-05,Does Your Mother Know,ABBA,Voulez-Vous
2HPJ0W7g0Q0XbTZ3Gesi4q,1,2016-06-06 17:02:37,2016-06-06 17:02:37,166240.0,0.0,0.0,0,0,7.324227e-05,Good Times,The Monkees,Good Times!
2HPqQzWR6KdXIRxS5BQW8T,1,2017-04-25 21:09:52,2017-04-25 21:09:52,6281.0,0.0,1.0,0,0,6.517772e-05,Hey Mum,Eddy Current Suppression Ring,Wet Cement
2HReNSxrMRcJ0cYMzKAJK6,1,2022-10-21 18:37:09,2022-10-21 18:37:09,197576.0,0.0,0.0,0,0,8.824105e-05,Jet Skis On The Moat,Arctic Monkeys,The Car
2HSmyk2qMN8WQjuGhaQgCk,1,2021-09-04 02:13:50,2021-09-04 02:13:50,336511.0,0.0,0.0,0,0,0.00014690189,Champagne Poetry,Drake,Certified Lover Boy
2HT49uaJkzs5lKNsiPGaV5,1,2021-08-01 02:59:11,2021-08-01 02:59:11,38787.0,0.0,0.0,0,0,0.00011784961,Give It,Betta Lemme,Give It
2HWXlAYYHRSwAjWq63Ezm1,6,2021-02-21 19:04:59,2024-06-12 22:20:28,160031.66666666666,0.0,1.0,1207,0,0.00018943255,City with No Children,Arcade Fire,The Suburbs (Deluxe)
2HYFX63wP3otVIvopRS99Z,1,2024-10-23 23:06:10,2024-10-23 23:06:10,227239.0,0.0,0.0,0,0,0.0001042026,Houdini,Eminem,Houdini
2HYaqJitHc9qiG68vc0JIm,1,2016-11-28 23:44:35,2016-11-28 23:44:35,179533.0,0.0,1.0,0,0,6.834299e-05,Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare
2HZ9lGdprVT5XpOUf12h4z,2,2022-10-28 15:50:22,2022-10-29 20:08:44,206600.0,0.0,0.0,1,1,0.9997682,Esta Noche,Panteon Rococo,Compañeros Musicales
2HZNTvScx8J7sQ0FJbf88e,19,2016-12-10 03:47:53,2020-08-18 02:28:01,110596.52631578948,0.0,0.9473684210526315,1346,0,0.00015204767,City With No Children,Arcade Fire,The Suburbs
2Ha8g7bpI5Ii6bjFBw5Tjd,1,2015-10-22 22:46:21,2015-10-22 22:46:21,14591.0,1.0,1.0,0,0,7.279815e-05,Pain In My Heart,The Rolling Stones,The Rolling Stones No. 2
2HbhtUPvjjXwZKLNPCm8wb,1,2020-08-13 05:56:12,2020-08-13 05:56:12,215095.0,0.0,0.0,0,0,0.000113632545,U So Fine - Original Mix,Betoko,U So Fine EP
2Hh5bVMx6OXwnDTExj1qdW,24,2022-11-15 17:50:34,2024-09-21 04:51:24,276124.7916666667,0.0,0.75,675,0,0.00016267125,Put Your Life on It,Kasabian,For Crying Out Loud (Deluxe)
2HiEJnTMam9v7sybIZC5SL,23,2023-07-18 16:44:05,2024-04-14 21:19:21,152150.34782608695,0.043478260869565216,0.34782608695652173,271,0,2.3256262e-05,Bésame Morenita,Caloncho,Bésame Morenita
2HmZgUErlcBwlOjS5hMuQu,1,2020-04-04 07:44:20,2020-04-04 07:44:20,231213.0,0.0,1.0,0,0,6.7122644e-05,My Sweet Annette,Drive-By Truckers,Decoration Day
2Hpd2G05DgciJqM8N1gbNk,1,2021-09-14 17:03:59,2021-09-14 17:03:59,237309.0,0.0,1.0,0,0,9.7441094e-05,Hobo's Lullaby,Billy Bragg,Shine a Light: Field Recordings from the Great American Railroad
2Hrewmcz7lumtpmCnqH5qd,3,2020-08-02 06:57:41,2021-12-23 04:50:42,163986.66666666666,0.0,1.0,507,0,0.00010060371,Parade of Smiles,Ehrling,"Tropical Confessions, Pt. 5"
2Hw2JEL4tjdcX8aERfIdBF,2,2019-07-17 17:17:07,2019-10-06 10:40:43,179120.0,0.0,0.5,80,0,0.00010259508,Come On Eileen,Dexys Midnight Runners,St. Paddys Day
2Hzh0uADG7555nFi7YqsEL,1,2018-11-18 04:22:56,2018-11-18 04:22:56,276504.0,0.0,1.0,0,0,9.7441094e-05,All of Me,Boyce Avenue,"Cover Sessions, Vol. 3"
2I01J8QOqx2mGGOQAXIvuE,7,2019-10-07 14:03:53,2020-03-30 15:40:32,108745.71428571429,0.0,0.14285714285714285,175,0,0.00025548242,Projection For Two,Ennio Morricone,Cinema Paradiso
2I05emlmUJ46qbp7ngibmu,3,2023-07-18 17:01:44,2023-09-17 00:28:08,232813.0,0.0,0.6666666666666666,60,0,3.7011403e-05,Más,Juanes,Vida Cotidiana
2I0t9apRfrVbkxr8Fym2yf,15,2023-02-03 23:52:06,2024-08-23 20:30:06,154802.53333333333,0.13333333333333333,0.26666666666666666,566,0,2.3256262e-05,Sorry Now,Jill Andrews,Thirties
2I2iqBBAF3xABW62dtMsR7,1,2022-03-22 18:21:14,2022-03-22 18:21:14,202897.0,0.0,1.0,0,0,5.0889877e-05,Julia,Fast Romantics,American Love
2I3XOu2GanO37o5mCmWUXV,1,2021-01-12 22:53:24,2021-01-12 22:53:24,256349.0,0.0,0.0,0,0,0.00014690189,Spiral,Flyte,The Loved Ones
2I41t7UZ0MXJEm1DBx3qXb,1,2016-06-02 08:16:36,2016-06-02 08:16:36,44134.0,0.0,0.0,0,0,0.00017141472,Helium,Wongo,Periodicals
2I4AhSWdVku2SQsJXiIci6,4,2024-09-21 00:09:24,2024-09-22 09:02:27,82415.0,0.5,0.5,1,1,0.9997601,Hanoï café,Bleu Toucan,Origami
2I7beEwUv30n9ESSlGaxQi,1,2022-12-22 17:11:38,2022-12-22 17:11:38,368442.0,0.0,0.0,0,0,0.00014690189,Lakeside,Enj Society,Here And Now
2I9Q2Ry4TPOTgf4XwgULX4,1,2015-08-12 05:13:15,2015-08-12 05:13:15,93622.0,1.0,0.0,0,0,0.00029041187,El Taquicardio,El Komander,Belico
2IBNikIiPrRdfxuKPSWWep,1,2016-08-05 23:32:01,2016-08-05 23:32:01,3622.0,1.0,1.0,0,0,7.279815e-05,Playin' With My Friends,B.B. King,Ladies And Gentlemen… Mr. B.B. King
2IEucqK8h7J3Fndeenwqxh,1,2016-12-03 09:00:17,2016-12-03 09:00:17,20108.0,0.0,1.0,0,0,6.517772e-05,Cannon,The White Stripes,The White Stripes
2IJftBfq7pJ43tfnOR0RB3,1,2024-03-01 00:50:22,2024-03-01 00:50:22,3084.0,1.0,0.0,0,0,0.00010644602,99 Luftballons,Nena,Nena
2IQNiCvRnwTmd2Ddo2QR5Q,1,2021-09-16 05:33:54,2021-09-16 05:33:54,18564.0,0.0,0.0,0,0,0.00011784961,Ojitos Verdes,La Arrolladora Banda El Limón De Rene Camacho,Valió La Pena Equivocarme
2IQvTnOS1sicZ3plBZL6KR,1,2015-10-18 22:08:43,2015-10-18 22:08:43,47257.0,1.0,1.0,0,0,0.00015587843,"Over My Head (Cable Car) - Live at Sirius Radio, NYC, NY - May 2006",The Fray,Over My Head (Cable Car)
2IRjyyiU5P9WnmXJKcnwww,4,2023-02-04 01:34:27,2023-08-03 01:07:42,158246.0,0.0,0.25,179,0,0.0001308439,It's Called: Freefall,Paris Paloma,It's Called: Freefall
2ISOWWoNh0lVz2XH6lXmrt,20,2018-09-27 22:23:18,2024-11-08 01:56:22,25061.05,0.25,0.9,2233,0,2.9747856e-05,I Me Mine - Naked Version / Remastered 2013,The Beatles,Let It Be... Naked
2ISSQPb9LHHiV6ng2NXosL,2,2015-08-25 21:39:48,2015-08-29 21:41:45,108115.5,1.0,1.0,4,1,0.9995096,Beautiful Now,Zedd,True Colors
2ISojTv3VUnimEOiLddIw4,2,2020-04-29 15:07:33,2021-02-18 19:23:27,208213.5,0.0,0.5,295,0,0.00019350355,Whatever It Is,Zac Brown Band,The Foundation
2ITsIVlWHBXkOgeXXJqid9,1,2021-09-10 01:44:42,2021-09-10 01:44:42,246272.0,0.0,0.0,0,0,0.00014690189,Rolling Rolling Rolling,Daniel Norgren,Wooh Dang
2IY7eOUDjw2ArKYxKa2jXc,1,2016-09-24 15:30:35,2016-09-24 15:30:35,62332.0,0.0,1.0,0,0,0.00012641176,Starboy,The Weeknd,Starboy
2If6F2ULIf7bABfxxReFjB,1,2015-10-10 16:58:38,2015-10-10 16:58:38,247640.0,0.0,1.0,0,0,9.7441094e-05,Get What You Need,Jet,Get Born
2Iib7HMLBNv9xjYYzSUd8p,1,2017-01-23 21:48:34,2017-01-23 21:48:34,272541.0,0.0,1.0,0,0,9.7441094e-05,Closer,Ferras,Closer
2Ij4TNS0XKn05hXTEMcO4w,56,2016-12-04 23:19:26,2024-10-21 00:13:16,160071.44642857142,0.0,0.7857142857142857,2877,0,0.00016962444,Who Let You Go?,The Killers,Sawdust
2IjyFRCRn8x1bEquOM3vxg,3,2015-11-13 06:57:32,2015-11-13 21:53:59,8632.666666666666,1.0,1.0,0,1,0.9990765,Purpose,Justin Bieber,Purpose
2Im6bpRBekb6Pdm4xoM5WX,1,2016-09-01 01:46:54,2016-09-01 01:46:54,250938.0,0.0,0.0,0,0,0.00014690189,Prison Blues,Jimmy Page,Outrider
2Imxyb3LiuXsDFo7Gq5YDs,1,2023-01-04 17:25:28,2023-01-04 17:25:28,215800.0,0.0,1.0,0,0,7.210085e-05,"Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)",Robert Schumann,"Schumann: Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)"
2IpeTEPICyB66jjg2hU4Vg,1,2021-08-30 15:27:41,2021-08-30 15:27:41,207616.0,0.0,1.0,0,0,7.210085e-05,Didn't I,OneRepublic,Human
